t,order
2.640000000000000213e+01,6.616397328217457630e-02
2.645000000000000284e+01,6.394794169813394769e-02
2.650000000000000000e+01,6.132126023653608482e-02
2.655000000000000071e+01,6.883249398651218598e-02
2.660000000000000142e+01,6.801021951227052831e-02
2.665000000000000213e+01,6.709060851100498435e-02
2.670000000000000284e+01,6.579532180286676302e-02
2.675000000000000000e+01,6.449345971643359599e-02
2.680000000000000071e+01,6.347466720657207739e-02
2.685000000000000142e+01,6.295088669845295970e-02
2.690000000000000213e+01,6.304953910887373114e-02
2.695000000000000284e+01,6.381094034882381361e-02
2.700000000000000000e+01,6.520552274485091893e-02
2.705000000000000071e+01,6.716973530091410738e-02
2.710000000000000142e+01,6.970772980937911534e-02
2.715000000000000213e+01,7.346285159444744528e-02
2.720000000000000284e+01,8.400038184269029151e-02
2.725000000000000000e+01,9.203893524579992436e-02
2.730000000000000071e+01,9.834968125201000444e-02
2.735000000000000142e+01,1.029810339647803802e-01
2.740000000000000213e+01,1.071043599648780209e-01
2.745000000000000284e+01,1.111148157300341360e-01
2.750000000000000000e+01,1.151287032101194485e-01
2.755000000000000071e+01,1.191913984824339440e-01
2.760000000000000142e+01,1.233470432733490413e-01
2.765000000000000213e+01,1.276078163121661946e-01
2.770000000000000284e+01,1.318649299981760614e-01
2.775000000000000000e+01,1.359204861533730990e-01
2.780000000000000071e+01,1.396450911580807142e-01
2.785000000000000142e+01,1.430197028335997433e-01
2.790000000000000213e+01,1.460621250448249364e-01
2.795000000000000284e+01,1.487720708901586752e-01
2.800000000000000000e+01,1.511203606836106494e-01
2.805000000000000071e+01,1.530654631271692878e-01
2.810000000000000142e+01,1.545829874677656368e-01
2.815000000000000213e+01,1.556881027203950718e-01
2.820000000000000284e+01,1.564435835501144512e-01
2.825000000000000000e+01,1.569764806232784582e-01
2.830000000000000071e+01,1.575174509294809400e-01
2.835000000000000142e+01,1.583280133723690697e-01
2.840000000000000213e+01,1.592637942343501367e-01
2.845000000000000284e+01,1.597109290728887243e-01
2.850000000000000000e+01,1.593493562094392968e-01
2.855000000000000071e+01,1.582510936521843992e-01
2.860000000000000142e+01,1.565682494045691764e-01
2.865000000000000213e+01,1.544220557444085651e-01
2.870000000000000284e+01,1.519011994208001870e-01
2.875000000000000000e+01,1.490736846735070398e-01
2.880000000000000071e+01,1.459934326614518163e-01
2.885000000000000142e+01,1.427004872913132383e-01
2.890000000000000213e+01,1.392150093302078617e-01
2.895000000000000284e+01,1.355299862654011089e-01
2.900000000000000000e+01,1.316261672805986160e-01
2.905000000000000071e+01,1.275518634010974484e-01
2.910000000000000142e+01,1.235398577246947655e-01
2.915000000000000213e+01,1.200126295699164847e-01
2.920000000000000284e+01,1.174958457192617628e-01
2.925000000000000000e+01,1.166388647425953412e-01
2.930000000000000071e+01,1.164976575068808473e-01
2.935000000000000142e+01,1.138234797005939075e-01
2.940000000000000213e+01,1.107262347330267432e-01
2.945000000000000284e+01,1.081225344937868649e-01
2.950000000000000000e+01,1.060937952031562187e-01
2.955000000000000071e+01,1.046324280820638414e-01
2.960000000000000142e+01,1.036841972523992739e-01
2.965000000000000213e+01,1.031700221768405007e-01
2.970000000000000284e+01,1.030135777213047610e-01
2.975000000000000000e+01,1.031581858034817112e-01
2.980000000000000071e+01,1.035769716481366176e-01
2.985000000000000142e+01,1.042811359909319585e-01
2.990000000000000213e+01,1.053247079057700042e-01
